FACILITY_NAME,HCC_CODE,HLTH_AUTH,OWNERSHIP,STREET_ADDRESS,CITY,POSTAL,REGULATION,ACCRED_STATUS,BEDS_TOTAL,ROOMS_PRIVATE,ROOMS_SEMI,ROOMS_MULTI,latitude,longitude,outbreak,RESIDENT_COUNCIL,FAMILY_COUNCIL,BEDS_PRIVATEprop
Valleyhaven,98HA8,Fraser Health,PFP,45450 Menholm Rd.,Chilliwack,V2P1M2,Community Care & Assisted Living Act,Accredited,91,83,4,0,49.1664458,-121.96614440000002,0,True,True,0.01098901098901099
Veterans Memorial Lodge,916HD,Vancouver Island Health,PNP,4579 Chatterton Way,Saanich,V8X4Y7,Hospital Act,Accredited,225,201,12,0,48.4968,-123.3785,0,False,True,0.0
Victoria Chinatown Care Centre,9AC99,Vancouver Island Health,PNP,555 Herald Street,Victoria,V8W1S5,Community Care & Assisted Living Act,Accredited,31,29,1,0,48.42991129999999,-123.3676465,0,True,True,0.0
Victorian Community Health Centre of Kaslo,98GA3,Interior Health,HA,673A Avenue,Kaslo,V0G1M0,Community Care & Assisted Living Act,Accredited,20,17,3,0,49.91347860000001,-116.9140496,0,True,True,0.0
Villa Carital,9198G,Vancouver Coastal Health,PNP,3050 Penticton St,Vancouver,V5M4W2,Community Care & Assisted Living Act,Not Accredited,81,60,12,0,49.2565839,-123.0521465,0,True,True,0.06172839506172839
Villa Cathay Care Home,999II,Vancouver Coastal Health,PNP,970 Union Street,Vancouver,V6A3V1,Community Care & Assisted Living Act,Not Accredited,134,112,19,0,49.277208,-123.084,1,True,True,0.029850746268656716
Village at Mill Creek,9911G,Interior Health,PNP,1450 Sutherland Avenue,Kelowna,V1Y5Y5,Hospital Act,Unknown,96,96,0,0,49.8803526,-119.46813059999998,0,True,True,0.14583333333333334
Village at Smith Creek,9C1H6,Interior Health,PNP,2425 Orlin Road,West Kelowna,V4T3C7,Community Care & Assisted Living Act,Unknown,139,130,8,0,49.8433445,-119.6279642,0,True,True,0.007194244604316547
Village by the Station,92CBA,Interior Health,PNP,270 Hastings Avenue,Penticton,V2A2V6,Community Care & Assisted Living Act,Accredited,100,133,4,0,49.4851093,-119.5957646,0,True,True,0.0
Waverly Seniors Village,922DF,Fraser Health,PFP,8445 Young Rd,Chilliwack,V2P4P2,Community Care & Assisted Living Act,Accredited,53,51,1,0,49.155593,-121.95191,0,True,True,0.41509433962264153
West Shore Laylum,9927D,Fraser Health,PFP,4900 Central Ave,Delta,V4K2G7,Community Care & Assisted Living Act,Not Accredited,55,45,5,0,49.0482742,-122.7977542,0,True,True,0.0
West Vancouver Care Centre,9B9IG,Vancouver Coastal Health,PFP,1675 27th Street,West Vancouver,V7V4K9,Hospital Act,Unknown,78,23,16,7,49.3404055,-123.18877820000002,0,True,True,0.038461538461538464
Westhaven,9A642,Vancouver Island Health,HA,3949 Pt. Alberni Hwy,Port Alberni,V9Y4S1,Hospital Act,Accredited,32,32,0,0,49.2665244,-124.7749064,0,False,False,0.0
Westview Extended Care - Pentiction Regional Hospital,9A6F7,Interior Health,HA,550 Carmi Ave,Penticton,V2A8P9,Hospital Act,Accredited,102,10,10,18,49.4826229,-119.5763397,0,True,True,0.0
Wexford Creek Seniors Community,9358A,Vancouver Island Health,PFP,80 10th Street,Nanaimo,V9R0A8,Community Care & Assisted Living Act,Accredited,110,110,0,0,49.13114,-123.92518799999999,0,True,True,0.0
White Rock Seniors Village,993I1,Fraser Health,PFP,1183 Maple Street,White Rock,V8B5K9,Community Care & Assisted Living Act,Accredited,71,59,6,0,49.0236424,-122.7891502,0,True,True,0.15492957746478872
William Rudd House,91828,Fraser Health,HA,95 Blackberry Drive,New Westminster,V3L5S7,Hospital Act,Unknown,12,12,0,0,49.21725645,-122.90105809581377,0,True,False,0.0
Williams Lake Seniors Village,92CIA,Interior Health,PFP,1455 Western Avenue,Williams Lake,V2G5N1,Community Care & Assisted Living Act,Accredited,113,113,0,0,52.1520084,-122.1593926,0,True,True,0.0
Willingdon Care Centre,9B79H,Fraser Health,PFP,4435 Grange St,Burnaby,V5H1P4,Hospital Act,Unknown,95,10,23,10,49.23233265,-123.00484883141232,0,True,False,0.0
Willingdon Creek Village,93FB0,Vancouver Coastal Health,HA,4980 Kiwanis Drive,Powell River,V8A5H5,Community Care & Assisted Living Act,Accredited,102,102,0,0,49.849859,-124.519,0,True,True,0.0
Windermere Care Centre,9C2G9,Vancouver Coastal Health,PFP,900 West 12th Avenue,Vancouver,V5Z1N3,Community Care & Assisted Living Act,Not Accredited,210,170,22,0,49.260325,-123.125,1,True,True,0.02857142857142857
Woodgrove Manor,91FGB,Vancouver Island Health,PFP,6304 Metral Drive,Nanaimo,V9T2L8,Community Care & Assisted Living Act,Not Accredited,43,39,0,0,49.229161100000006,-124.04333429999998,0,True,True,0.27906976744186046
Wrinch Memorial Hospital,9A63B,Northern Health,HA,2510 West Hwy 62,Hazelton,V0J1Y0,Hospital Act,Accredited,10,1,5,0,55.25957560000001,-127.651258,0,False,False,0.0
Yaletown House,9B0I5,Vancouver Coastal Health,PNP,1099 Cambie Street,Vancouver,V6B5A8,Community Care & Assisted Living Act,Not Accredited,127,127,0,0,49.275272,-123.119,0,True,True,0.0
Youville Residence,99A15,Vancouver Coastal Health,PNP,4950 Heather Street,Vancouver,V5Z3L9,Community Care & Assisted Living Act,Accredited,42,42,0,0,49.24058,-123.12,0,True,True,0.0
Yucalta Lodge,99EJC,Vancouver Island Health,HA,555 - 2nd Avenue,Campbell River,V9W3V1,Community Care & Assisted Living Act,Accredited,99,100,0,0,50.009873,-125.24531,0,True,False,0.0
Zion Park Manor,99444,Fraser Health,PNP,5939-180th St,Surrey,V3S4L2,Community Care & Assisted Living Act,Not Accredited,99,99,0,0,49.1101454,-122.724215,0,True,True,0.29292929292929293
